Explanation,Bounds
"['petal length (cm) <= 0.10', 'petal width (cm) <= 0.08']","[[0.   1.  ]
 [0.   1.  ]
 [0.   0.1 ]
 [0.   0.08]]"
"['petal length (cm) <= 0.10', 'petal width (cm) <= 0.08']","[[0.   1.  ]
 [0.   1.  ]
 [0.   0.1 ]
 [0.   0.08]]"
"['petal length (cm) <= 0.10', 'petal width (cm) <= 0.08']","[[0.   1.  ]
 [0.   1.  ]
 [0.   0.1 ]
 [0.   0.08]]"
"['petal length (cm) <= 0.10', 'petal width (cm) <= 0.08']","[[0.   1.  ]
 [0.   1.  ]
 [0.   0.1 ]
 [0.   0.08]]"
"['petal width (cm) <= 0.50', 'petal length (cm) <= 0.54', 'sepal length (cm) <= 0.39', 'sepal width (cm) > 0.29']","[[0.       0.39    ]
 [0.290001 1.      ]
 [0.       0.54    ]
 [0.       0.5     ]]"
"['petal length (cm) <= 0.10', 'petal width (cm) <= 0.08']","[[0.   1.  ]
 [0.   1.  ]
 [0.   0.1 ]
 [0.   0.08]]"
"['petal length (cm) <= 0.10', 'petal width (cm) <= 0.08']","[[0.   1.  ]
 [0.   1.  ]
 [0.   0.1 ]
 [0.   0.08]]"
"['petal length (cm) <= 0.10', 'petal width (cm) <= 0.08']","[[0.   1.  ]
 [0.   1.  ]
 [0.   0.1 ]
 [0.   0.08]]"
"['petal length (cm) <= 0.10', 'petal width (cm) <= 0.08']","[[0.   1.  ]
 [0.   1.  ]
 [0.   0.1 ]
 [0.   0.08]]"
"['petal length (cm) <= 0.10', 'petal width (cm) <= 0.08']","[[0.   1.  ]
 [0.   1.  ]
 [0.   0.1 ]
 [0.   0.08]]"
"['petal length (cm) <= 0.10', 'petal width (cm) <= 0.08']","[[0.   1.  ]
 [0.   1.  ]
 [0.   0.1 ]
 [0.   0.08]]"
"['petal length (cm) <= 0.10', 'petal width (cm) <= 0.08']","[[0.   1.  ]
 [0.   1.  ]
 [0.   0.1 ]
 [0.   0.08]]"
"['petal length (cm) <= 0.10', 'sepal length (cm) <= 0.39', 'sepal width (cm) > 0.46']","[[0.       0.39    ]
 [0.460001 1.      ]
 [0.       0.1     ]
 [0.       1.      ]]"
"['petal length (cm) <= 0.10', 'petal width (cm) <= 0.08']","[[0.   1.  ]
 [0.   1.  ]
 [0.   0.1 ]
 [0.   0.08]]"
"['petal length (cm) <= 0.10', 'petal width (cm) <= 0.08']","[[0.   1.  ]
 [0.   1.  ]
 [0.   0.1 ]
 [0.   0.08]]"
"['petal length (cm) <= 0.10', 'petal width (cm) <= 0.08']","[[0.   1.  ]
 [0.   1.  ]
 [0.   0.1 ]
 [0.   0.08]]"
"['petal length (cm) <= 0.10', 'petal width (cm) <= 0.08']","[[0.   1.  ]
 [0.   1.  ]
 [0.   0.1 ]
 [0.   0.08]]"
"['petal length (cm) <= 0.10', 'petal width (cm) <= 0.08']","[[0.   1.  ]
 [0.   1.  ]
 [0.   0.1 ]
 [0.   0.08]]"
"['petal length (cm) <= 0.10', 'sepal length (cm) <= 0.39', 'sepal width (cm) > 0.46']","[[0.       0.39    ]
 [0.460001 1.      ]
 [0.       0.1     ]
 [0.       1.      ]]"
"['petal length (cm) <= 0.10', 'petal width (cm) <= 0.08']","[[0.   1.  ]
 [0.   1.  ]
 [0.   0.1 ]
 [0.   0.08]]"
"['petal length (cm) <= 0.10', 'petal width (cm) <= 0.08']","[[0.   1.  ]
 [0.   1.  ]
 [0.   0.1 ]
 [0.   0.08]]"
"['petal length (cm) <= 0.10', 'sepal length (cm) <= 0.39', 'sepal width (cm) > 0.46']","[[0.       0.39    ]
 [0.460001 1.      ]
 [0.       0.1     ]
 [0.       1.      ]]"
"['petal length (cm) <= 0.10', 'petal width (cm) <= 0.08']","[[0.   1.  ]
 [0.   1.  ]
 [0.   0.1 ]
 [0.   0.08]]"
"['sepal length (cm) <= 0.19', 'petal width (cm) <= 0.08']","[[0.   0.19]
 [0.   1.  ]
 [0.   1.  ]
 [0.   0.08]]"
"['petal length (cm) <= 0.10', 'petal width (cm) <= 0.08']","[[0.   1.  ]
 [0.   1.  ]
 [0.   0.1 ]
 [0.   0.08]]"
"['petal length (cm) <= 0.10', 'petal width (cm) <= 0.08']","[[0.   1.  ]
 [0.   1.  ]
 [0.   0.1 ]
 [0.   0.08]]"
"['petal width (cm) <= 0.50', '0.10 < petal length (cm) <= 0.54', 'sepal width (cm) <= 0.29', '0.19 < sepal length (cm) <= 0.39']","[[0.190001 0.39    ]
 [0.       0.29    ]
 [0.100001 0.54    ]
 [0.       0.5     ]]"
"['petal width (cm) <= 0.50', '0.10 < petal length (cm) <= 0.54', 'sepal width (cm) <= 0.29', 'sepal length (cm) > 0.19']","[[0.190001 1.      ]
 [0.       0.29    ]
 [0.100001 0.54    ]
 [0.       0.5     ]]"
"['petal width (cm) <= 0.50', 'sepal width (cm) <= 0.29', '0.10 < petal length (cm) <= 0.54', 'sepal length (cm) > 0.39']","[[0.390001 1.      ]
 [0.       0.29    ]
 [0.100001 0.54    ]
 [0.       0.5     ]]"
"['petal width (cm) <= 0.50', '0.10 < petal length (cm) <= 0.54', 'sepal width (cm) <= 0.29']","[[0.       1.      ]
 [0.       0.29    ]
 [0.100001 0.54    ]
 [0.       0.5     ]]"
"['petal width (cm) <= 0.50', '0.10 < petal length (cm) <= 0.68', 'sepal width (cm) <= 0.29']","[[0.       1.      ]
 [0.       0.29    ]
 [0.100001 0.68    ]
 [0.       0.5     ]]"
"['petal width (cm) <= 0.50', 'sepal length (cm) > 0.39', 'sepal width (cm) <= 0.29', 'petal length (cm) <= 0.54']","[[0.390001 1.      ]
 [0.       0.29    ]
 [0.       0.54    ]
 [0.       0.5     ]]"
"['petal width (cm) <= 0.50', '0.10 < petal length (cm) <= 0.68', 'sepal width (cm) <= 0.29', 'sepal length (cm) > 0.19']","[[0.190001 1.      ]
 [0.       0.29    ]
 [0.100001 0.68    ]
 [0.       0.5     ]]"
"['petal width (cm) <= 0.50', '0.10 < petal length (cm) <= 0.54', 'sepal width (cm) <= 0.29', 'sepal length (cm) > 0.19']","[[0.190001 1.      ]
 [0.       0.29    ]
 [0.100001 0.54    ]
 [0.       0.5     ]]"
"['petal width (cm) <= 0.50', '0.54 < petal length (cm) <= 0.68', 'sepal width (cm) <= 0.29', '0.19 < sepal length (cm) <= 0.39']","[[0.190001 0.39    ]
 [0.       0.29    ]
 [0.540001 0.68    ]
 [0.       0.5     ]]"
"['petal width (cm) <= 0.50', 'sepal length (cm) > 0.39', 'petal length (cm) <= 0.68', 'sepal width (cm) <= 0.42']","[[0.390001 1.      ]
 [0.       0.42    ]
 [0.       0.68    ]
 [0.       0.5     ]]"
"['petal width (cm) <= 0.50', '0.10 < petal length (cm) <= 0.68', 'sepal width (cm) <= 0.29', 'sepal length (cm) <= 0.56']","[[0.       0.56    ]
 [0.       0.29    ]
 [0.100001 0.68    ]
 [0.       0.5     ]]"
"['petal width (cm) <= 0.50', 'sepal width (cm) <= 0.29', '0.10 < petal length (cm) <= 0.68', '0.39 < sepal length (cm) <= 0.56']","[[0.390001 0.56    ]
 [0.       0.29    ]
 [0.100001 0.68    ]
 [0.       0.5     ]]"
"['petal width (cm) > 0.50', 'sepal length (cm) > 0.56']","[[0.560001 1.      ]
 [0.       1.      ]
 [0.       1.      ]
 [0.500001 1.      ]]"
"['petal width (cm) > 0.50', 'petal length (cm) > 0.68']","[[0.       1.      ]
 [0.       1.      ]
 [0.680001 1.      ]
 [0.500001 1.      ]]"
"['petal width (cm) > 0.50', 'petal length (cm) > 0.54', 'sepal width (cm) > 0.29']","[[0.       1.      ]
 [0.290001 1.      ]
 [0.540001 1.      ]
 [0.500001 1.      ]]"
"['petal width (cm) > 0.71', 'sepal length (cm) > 0.19']","[[0.190001 1.      ]
 [0.       1.      ]
 [0.       1.      ]
 [0.710001 1.      ]]"
"['petal width (cm) > 0.71', 'sepal length (cm) > 0.19']","[[0.190001 1.      ]
 [0.       1.      ]
 [0.       1.      ]
 [0.710001 1.      ]]"
"['petal width (cm) > 0.71', 'sepal length (cm) > 0.19']","[[0.190001 1.      ]
 [0.       1.      ]
 [0.       1.      ]
 [0.710001 1.      ]]"
"['petal width (cm) > 0.71', 'sepal length (cm) > 0.19']","[[0.190001 1.      ]
 [0.       1.      ]
 [0.       1.      ]
 [0.710001 1.      ]]"
"['sepal width (cm) > 0.29', 'sepal length (cm) > 0.56']","[[0.560001 1.      ]
 [0.290001 1.      ]
 [0.       1.      ]
 [0.       1.      ]]"
"['petal width (cm) > 0.50', 'petal length (cm) > 0.68']","[[0.       1.      ]
 [0.       1.      ]
 [0.680001 1.      ]
 [0.500001 1.      ]]"
"['petal width (cm) > 0.71', 'sepal length (cm) > 0.19']","[[0.190001 1.      ]
 [0.       1.      ]
 [0.       1.      ]
 [0.710001 1.      ]]"
"['petal width (cm) > 0.50', 'sepal length (cm) > 0.56']","[[0.560001 1.      ]
 [0.       1.      ]
 [0.       1.      ]
 [0.500001 1.      ]]"
"['petal width (cm) > 0.71', 'sepal length (cm) > 0.19']","[[0.190001 1.      ]
 [0.       1.      ]
 [0.       1.      ]
 [0.710001 1.      ]]"
"['petal width (cm) > 0.50', 'sepal length (cm) > 0.39', 'sepal width (cm) > 0.29']","[[0.390001 1.      ]
 [0.290001 1.      ]
 [0.       1.      ]
 [0.500001 1.      ]]"
"['petal width (cm) > 0.50', 'petal length (cm) > 0.68']","[[0.       1.      ]
 [0.       1.      ]
 [0.680001 1.      ]
 [0.500001 1.      ]]"
"['petal width (cm) > 0.71', 'sepal length (cm) > 0.19']","[[0.190001 1.      ]
 [0.       1.      ]
 [0.       1.      ]
 [0.710001 1.      ]]"
"['petal width (cm) > 0.50', 'petal length (cm) > 0.54', 'sepal length (cm) <= 0.39']","[[0.       0.39    ]
 [0.       1.      ]
 [0.540001 1.      ]
 [0.500001 1.      ]]"
"['petal width (cm) > 0.71', 'sepal length (cm) > 0.19']","[[0.190001 1.      ]
 [0.       1.      ]
 [0.       1.      ]
 [0.710001 1.      ]]"
"['petal width (cm) > 0.50', 'sepal length (cm) > 0.56']","[[0.560001 1.      ]
 [0.       1.      ]
 [0.       1.      ]
 [0.500001 1.      ]]"
"['petal width (cm) > 0.50', 'sepal length (cm) > 0.19', 'sepal width (cm) > 0.29', 'petal length (cm) > 0.54']","[[0.190001 1.      ]
 [0.290001 1.      ]
 [0.540001 1.      ]
 [0.500001 1.      ]]"
"['petal width (cm) > 0.71', 'sepal length (cm) > 0.19']","[[0.190001 1.      ]
 [0.       1.      ]
 [0.       1.      ]
 [0.710001 1.      ]]"
"['petal width (cm) > 0.50', 'petal length (cm) > 0.54', 'sepal width (cm) > 0.29']","[[0.       1.      ]
 [0.290001 1.      ]
 [0.540001 1.      ]
 [0.500001 1.      ]]"
"['petal width (cm) > 0.71', 'sepal length (cm) > 0.19']","[[0.190001 1.      ]
 [0.       1.      ]
 [0.       1.      ]
 [0.710001 1.      ]]"
"['petal width (cm) > 0.08', 'petal length (cm) > 0.54', 'sepal width (cm) > 0.29', 'sepal length (cm) <= 0.39']","[[0.       0.39    ]
 [0.290001 1.      ]
 [0.540001 1.      ]
 [0.080001 1.      ]]"
"['petal width (cm) > 0.71', 'sepal length (cm) > 0.19']","[[0.190001 1.      ]
 [0.       1.      ]
 [0.       1.      ]
 [0.710001 1.      ]]"
"['petal width (cm) > 0.50', 'sepal length (cm) > 0.19', 'petal length (cm) > 0.10']","[[0.190001 1.      ]
 [0.       1.      ]
 [0.100001 1.      ]
 [0.500001 1.      ]]"
"['petal width (cm) > 0.50', 'petal length (cm) > 0.54', 'sepal width (cm) > 0.29']","[[0.       1.      ]
 [0.290001 1.      ]
 [0.540001 1.      ]
 [0.500001 1.      ]]"
"['petal width (cm) > 0.71', 'sepal length (cm) > 0.19']","[[0.190001 1.      ]
 [0.       1.      ]
 [0.       1.      ]
 [0.710001 1.      ]]"
"['petal width (cm) > 0.71', 'sepal length (cm) > 0.19']","[[0.190001 1.      ]
 [0.       1.      ]
 [0.       1.      ]
 [0.710001 1.      ]]"
"['petal width (cm) > 0.71', 'sepal length (cm) > 0.19']","[[0.190001 1.      ]
 [0.       1.      ]
 [0.       1.      ]
 [0.710001 1.      ]]"
"['petal width (cm) > 0.50', 'sepal length (cm) > 0.39', 'sepal width (cm) > 0.29']","[[0.390001 1.      ]
 [0.290001 1.      ]
 [0.       1.      ]
 [0.500001 1.      ]]"
"['petal width (cm) > 0.71', 'sepal length (cm) > 0.19']","[[0.190001 1.      ]
 [0.       1.      ]
 [0.       1.      ]
 [0.710001 1.      ]]"
"['sepal width (cm) > 0.29', 'petal length (cm) > 0.10', 'petal width (cm) > 0.08', 'sepal length (cm) > 0.19']","[[0.190001 1.      ]
 [0.290001 1.      ]
 [0.100001 1.      ]
 [0.080001 1.      ]]"
"['petal width (cm) > 0.50', 'petal length (cm) > 0.68']","[[0.       1.      ]
 [0.       1.      ]
 [0.680001 1.      ]
 [0.500001 1.      ]]"
"['petal width (cm) > 0.50', 'sepal length (cm) > 0.56']","[[0.560001 1.      ]
 [0.       1.      ]
 [0.       1.      ]
 [0.500001 1.      ]]"
"['petal width (cm) > 0.50', 'sepal length (cm) > 0.39', 'sepal width (cm) > 0.29']","[[0.390001 1.      ]
 [0.290001 1.      ]
 [0.       1.      ]
 [0.500001 1.      ]]"
"['sepal width (cm) > 0.29', 'sepal length (cm) > 0.39', 'petal width (cm) > 0.08', 'petal length (cm) > 0.10']","[[0.390001 1.      ]
 [0.290001 1.      ]
 [0.100001 1.      ]
 [0.080001 1.      ]]"
"['petal width (cm) > 0.71', 'sepal length (cm) > 0.19']","[[0.190001 1.      ]
 [0.       1.      ]
 [0.       1.      ]
 [0.710001 1.      ]]"
"['petal width (cm) > 0.71', 'sepal length (cm) > 0.19']","[[0.190001 1.      ]
 [0.       1.      ]
 [0.       1.      ]
 [0.710001 1.      ]]"
"['petal width (cm) > 0.50', 'petal length (cm) > 0.68']","[[0.       1.      ]
 [0.       1.      ]
 [0.680001 1.      ]
 [0.500001 1.      ]]"
"['petal width (cm) > 0.50', 'sepal length (cm) > 0.56']","[[0.560001 1.      ]
 [0.       1.      ]
 [0.       1.      ]
 [0.500001 1.      ]]"
"['petal width (cm) > 0.71', 'sepal length (cm) > 0.19']","[[0.190001 1.      ]
 [0.       1.      ]
 [0.       1.      ]
 [0.710001 1.      ]]"
"['sepal width (cm) > 0.29', 'petal width (cm) > 0.08', 'sepal length (cm) > 0.19', 'petal length (cm) > 0.10']","[[0.190001 1.      ]
 [0.290001 1.      ]
 [0.100001 1.      ]
 [0.080001 1.      ]]"
"['petal width (cm) > 0.50', 'petal length (cm) > 0.68']","[[0.       1.      ]
 [0.       1.      ]
 [0.680001 1.      ]
 [0.500001 1.      ]]"
"['petal width (cm) > 0.50', 'petal length (cm) > 0.54', 'sepal length (cm) > 0.19']","[[0.190001 1.      ]
 [0.       1.      ]
 [0.540001 1.      ]
 [0.500001 1.      ]]"
"['petal width (cm) > 0.50', 'petal length (cm) > 0.68']","[[0.       1.      ]
 [0.       1.      ]
 [0.680001 1.      ]
 [0.500001 1.      ]]"
"['petal width (cm) > 0.71', 'sepal length (cm) > 0.19']","[[0.190001 1.      ]
 [0.       1.      ]
 [0.       1.      ]
 [0.710001 1.      ]]"
"['petal width (cm) > 0.71', 'sepal length (cm) > 0.19']","[[0.190001 1.      ]
 [0.       1.      ]
 [0.       1.      ]
 [0.710001 1.      ]]"
"['petal width (cm) > 0.71', 'sepal length (cm) > 0.19']","[[0.190001 1.      ]
 [0.       1.      ]
 [0.       1.      ]
 [0.710001 1.      ]]"
"['petal width (cm) > 0.50', 'petal length (cm) > 0.54', 'sepal width (cm) > 0.46']","[[0.       1.      ]
 [0.460001 1.      ]
 [0.540001 1.      ]
 [0.500001 1.      ]]"
"['petal width (cm) > 0.71', 'sepal length (cm) > 0.19']","[[0.190001 1.      ]
 [0.       1.      ]
 [0.       1.      ]
 [0.710001 1.      ]]"
"['petal width (cm) > 0.50', 'petal length (cm) > 0.54', 'sepal width (cm) > 0.46']","[[0.       1.      ]
 [0.460001 1.      ]
 [0.540001 1.      ]
 [0.500001 1.      ]]"
"['petal width (cm) > 0.08', 'sepal length (cm) > 0.19', '0.29 < sepal width (cm) <= 0.46', 'petal length (cm) > 0.10']","[[0.190001 1.      ]
 [0.290001 0.46    ]
 [0.100001 1.      ]
 [0.080001 1.      ]]"
"['petal width (cm) > 0.50', 'petal length (cm) > 0.68']","[[0.       1.      ]
 [0.       1.      ]
 [0.680001 1.      ]
 [0.500001 1.      ]]"
"['sepal width (cm) > 0.29', 'sepal length (cm) > 0.56']","[[0.560001 1.      ]
 [0.290001 1.      ]
 [0.       1.      ]
 [0.       1.      ]]"
"['petal width (cm) > 0.50', 'sepal length (cm) > 0.19', 'sepal width (cm) > 0.29', 'petal length (cm) > 0.54']","[[0.190001 1.      ]
 [0.290001 1.      ]
 [0.540001 1.      ]
 [0.500001 1.      ]]"
"['petal width (cm) > 0.71', 'sepal length (cm) > 0.19']","[[0.190001 1.      ]
 [0.       1.      ]
 [0.       1.      ]
 [0.710001 1.      ]]"
"['petal width (cm) > 0.71', 'sepal length (cm) > 0.19']","[[0.190001 1.      ]
 [0.       1.      ]
 [0.       1.      ]
 [0.710001 1.      ]]"
"['petal width (cm) > 0.71', 'sepal length (cm) > 0.19']","[[0.190001 1.      ]
 [0.       1.      ]
 [0.       1.      ]
 [0.710001 1.      ]]"
"['petal width (cm) > 0.50', 'sepal length (cm) > 0.56']","[[0.560001 1.      ]
 [0.       1.      ]
 [0.       1.      ]
 [0.500001 1.      ]]"
"['petal width (cm) > 0.08', '0.19 < sepal length (cm) <= 0.56', 'sepal width (cm) > 0.29', 'petal length (cm) > 0.10']","[[0.190001 0.56    ]
 [0.290001 1.      ]
 [0.100001 1.      ]
 [0.080001 1.      ]]"
"['petal width (cm) > 0.50', 'sepal length (cm) > 0.56']","[[0.560001 1.      ]
 [0.       1.      ]
 [0.       1.      ]
 [0.500001 1.      ]]"
"['petal width (cm) > 0.71', 'sepal length (cm) > 0.19']","[[0.190001 1.      ]
 [0.       1.      ]
 [0.       1.      ]
 [0.710001 1.      ]]"
"['petal width (cm) > 0.71', 'sepal length (cm) > 0.19']","[[0.190001 1.      ]
 [0.       1.      ]
 [0.       1.      ]
 [0.710001 1.      ]]"
